release_id,source_file,title_meta,subject_meta,author_meta,producer,pdf_created,pdf_modified,pages,file_bytes,sha256,pages_no_text_layer,mean_ocr_quality,segments,release_stamps,doc_id_stamps,source_url,mirror_url,working_url
DOW-UAP-D092,DOW-UAP-D092_DAF-Committee-to-Review-Project-Bluebook_1966-1967.pdf,DOW-UAP-D092,DAF Committee to Review Project Bluebook 1966-1967,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 13:05:02 2026 UTC,Wed Jul  8 13:13:57 2026 UTC,85,24142323,9c774fcb34ca56cf1b8da8bfe0413f42c6014c096215966c0fd919be5d77ec52,20,0.769,14,NW 90306;NW90306,34714841;34714;347148;341;347;3471,,,
FBI-UAP-D041,FBI-UAP-D041_Digital-Rendering-1_Multiple-Red-Lights_2026.pdf,FBI-UAP-D041,FBI-UAP-D041 Digital Rendering 1 Multiple Red Lights 2026,FBI,,Fri Jul 31 21:40:53 2026 UTC,Wed Aug  5 16:26:00 2026 UTC,6,652906,7416fff9cc1cb0e19e5d1f5b6efc2b031ea986403a049e3d6fa38d7965fa79e9,6,0.0,1,,,,,
CIA-UAP-D022,CIA-UAP-D022_Unidentified-Flying-Object-Reported-near-Puerto-Rico_1965.pdf,CIA-UAP-D022,CIA-UAP-D022 Unidentified Flying Object Reported near Puerto Rico 1965,CIA,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Apr  9 11:35:50 1997 UTC,Wed Aug  5 16:16:37 2026 UTC,6,639051,358b0d2e45ff0320f4e4ad689f0c918362d6c5d36be765d386018d279d835b01,0,0.954,2,,,,,
FBI-UAP-D032,FBI-UAP-D032_FD-302_Slow-moving-Objects_2026.pdf,FBI-UAP-D032,FBI-UAP-D032 FD-302 Slow moving Objects 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:12:07 2026 UTC,Wed Aug  5 16:24:07 2026 UTC,2,1270489,04684f8e8e0d9292e273b8e3152be6a22e195ce25f9c4a92b21c25b1813bd1e1,0,0.998,1,,,,,
DOW-UAP-D097,DOW-UAP-D097_Project-Sign-Progress-Report_1948.pdf,DOW-UAP-D097,Project Sign Progress Report 1948,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 13:09:29 2026 UTC,Wed Jul  8 13:06:39 2026 UTC,45,10240953,4e191615a53faf81a49721ec594aee5f8c909026348a830025329d847a857e60,4,0.956,1,,,,,
FBI-UAP-D014,FBI-UAP-D014_Correspondence-Relating-to-UFO-Sightings_1967_1974.pdf,FBI-UAP-D014,Correspondence Relating to UFO Sightings 1967-1974,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 12:27:27 2026 UTC,Wed Jul  8 13:15:39 2026 UTC,5,339618,e91344aaa3cae8760bb695db30416048d94d333d3cf8e616dfd878ef60731379,0,0.923,2,,,,,
CIA-UAP-D020,CIA-UAP-D020_Memorandum-on-Unconventional-Aircraft-Sightings_1955.pdf,CIA-UAP-D020,Memorandum on Unconventional AIrcraft Sightings 1955,CIA,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Apr  9 11:35:50 1997 UTC,Thu Jul  9 15:52:16 2026 UTC,3,368172,973be877f06b55373da6c7a1022ca25345fdeb7864414fe4ae29d83ef963b7e9,0,0.92,1,,,,,
DOW-UAP-D090,DOW-UAP-D090_Range-Fouler-Debrief_Eastern-US_2019.pdf,DOW-UAP-D090,Range Fouler Reporting Form,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Mon Jun 22 15:25:50 2026 UTC,Wed Jul  8 13:02:59 2026 UTC,2,1449537,1bd82107a638e44f4f6011aaf6fb323bcdd36334a59980a5c19a5aad9ff69b52,0,0.997,1,,,,,
DOW-UAP-D096,DOW-UAP-D096_Correspondence-Relating-to-Project-Blue-Book_1955.pdf,DOW-UAP-D096,Correspondence Relating to Project Blue Book 1955,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 12:56:56 2026 UTC,Wed Jul  8 13:08:53 2026 UTC,220,126111298,2c64dc1cd88ac9717cad81ecee9518af9310bebf5fc51596b85737374e2bf4cf,175,0.224,7,NW 91198;NW 91193,347,,,
DOW-UAP-D094,DOW-UAP-D094_Analysis-of-Flying-Object-Incidents-in-the-US_1949.pdf,DOW-UAP-D094,Analysis of Flying Object Incidents in the US 1949,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 12:34:53 2026 UTC,Wed Jul  8 13:11:56 2026 UTC,34,15099002,59a30983288868000d7c82bf863a2af475834ad14b984fbe9e4b8bd521aaa1cb,9,0.775,2,,,,,
DOE-UAP-D004,DOE-UAP-D004_Los-Alamos-Conference-on-Aerial-Phenomena_1949.pdf,DOE-UAP-D004,Los Alamos Conference on Aerial Phenomena 1949,Department of Energy,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 13:12:53 2026 UTC,Wed Jul  8 12:59:32 2026 UTC,25,5192634,64f70db72f3747cfdc512f78f16b0ac33a0876b39dbf7dddf07ab870ba1b1a47,0,0.979,1,,,,,
CIA-UAP-D021,CIA-UAP-D021_Analysis-of-Unconventional-Aircraft-Sightings_1955.pdf,CIA-UAP-D021,Analysis of Unconventional Aircraft Sightings 1955,CIA,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Apr  9 11:35:50 1997 UTC,Thu Jul  9 15:49:51 2026 UTC,4,414564,e2640e79f3733d5ed3e8aebd510f130f5601555f306eefee5e1c08a24d002ad0,1,0.924,1,,,,,
DOW-UAP-D091,DOW-UAP-D091_Range-Fouler-Debrief_Atlantic-Ocean_2020.pdf,DOW-UAP-D091,Range Fouler Debrief Form,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Mon Jun 22 16:07:46 2026 UTC,Wed Jul  8 13:03:29 2026 UTC,2,1761587,d13ab718a436af2d13d1e3060e49239528b174829ba4ea89003f27da3ea3d7be,0,0.989,1,,,,,
DOW-UAP-D093,DOW-UAP-D093_Analysis-of-Flying-Object-Incidents-in-the-US_1948.pdf,DOW-UAP-D093,Analysis of Flying Object Incidents in the US 1948,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 12:31:18 2026 UTC,Wed Jul  8 13:13:00 2026 UTC,67,13574715,6a94a4548eac7933948fad4706e161c6a251bf5eaa9d05d70981b40cb1e80745,28,0.752,1,NW 91410,,,,
DOW-UAP-D095,DOW-UAP-D095_Joint-US-Canadian-Aviation-Projects-and-UFO-Sighting-Reports_1954-1955.pdf,DOW-UAP-D095,Joint US Canadian Aviation Projects and UFO Sighting Reports 1954-1955,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jul  2 12:39:43 2026 UTC,Wed Jul  8 13:09:55 2026 UTC,57,32221008,9c7629703ed55608b29000e490ac91be260e6088587f9048d7412593233878f9,44,0.235,5,,,,,
DOE-UAP-D005,DOE-UAP-D005_Pantex-Unidentified-Object-Incident-Report_2015.pdf,DOE_UAP_D005,Pantex Unidentified Object Incident Report 2015,Department of Energy,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Jun 30 15:15:20 2026 UTC,Wed Jul  8 15:28:30 2026 UTC,7,1244028,249cd9f5b85c4a92dc819d65e1dad180744479d1c8a68ebbc202ade66facbcbb,0,0.977,1,,,,,
DOW-UAP-D089,DOW-UAP-D089_Range-Fouler-Debrief_Eastern-US_2020.pdf,DOW-UAP-D089,Range Fouler Debrief Form,Department of War,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Mon Jun 22 13:48:39 2026 UTC,Wed Jul  8 13:01:49 2026 UTC,2,1931453,3ad2058e00a44e2bb5453648be0eac0dd1a2ff40deeeb2707a19cc59b11ee685,0,0.99,1,,,,,
FBI-UAP-D038,FBI-UAP-D038_Digital-Rendering-1_Multiple-Red-Lights_2026.pdf,FBI-UAP-D038,FBI-UAP-D038 Digital Rendering 1 Multiple Red Lights 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:33:19 2026 UTC,Wed Aug  5 16:25:25 2026 UTC,1,119935,53e69e5d6dbe46fc435574c3f0246fcdfbbd537928a8a6c46c3f35752f68133e,1,0.0,1,,,,,
FBI-UAP-D033,FBI-UAP-D033_FD-302_Thermally-Elevated-Aerial-Object_2026.pdf,FBI-UAP-D033,FBI-UAP-D033 Thermally Elevated Aerial Object 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:15:23 2026 UTC,Wed Aug  5 16:24:23 2026 UTC,2,255185,bea21a52d0bfcf82ca2845628f39aeaaeccb447a924babfd448ab89a57f5eb02,0,0.961,1,,,,,
DOS-UAP-D002,DOS-UAP-D002_Diplomatic-Cable_Brazil_November-20-1963.pdf,DOS-UAP-D002,"DOS-UAP-D002 Diplomatic Cable Brazil November 20, 1963",Department of State,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:47:09 2026 UTC,Wed Aug  5 16:35:42 2026 UTC,2,1010496,3c9e5cf5f15c62e89826b482af3820ebe9914f9d3442f0d652f2ff1019c8f4c4,1,0.992,1,,,,,
DOW-UAP-D098,DOW-UAP-D098_Film-Analysis-of-Unidentified-Objects_1953.pdf,DOW-UAP-D098,DOW-UAP-D098 Film Analysis of Unidentified Objects 1953,DOW,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Jul 28 20:17:15 2026 UTC,Wed Aug  5 16:27:26 2026 UTC,23,65760070,a8f271bb7bae396631eb3e35070fab285eb0d3258041b042b1a5a6b3e0d9c4f1,5,0.737,1,,,,,
DOS-UAP-D001,DOS-UAP-D001_Diplomatic-Cable_Brazil_November-14-1963.pdf,DOS-UAP-D001,"DOS-UAP-D001 Diplomatic Cable Brazil November 14, 1963",Department of State,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:45:39 2026 UTC,Wed Aug  5 16:26:50 2026 UTC,1,848958,1259083d422e420b63cfe864fa75abd6c883193d12d605ac1880d2093d8d7335,0,0.962,1,,,,,
FBI-UAP-D028,FBI-UAP-D028_FD-302_Dark-Triangle-with-Lights_2011.pdf,FBI-UAP-D028,FBI-UAP-D028 FD-302 Dark Triangle with Lights 2011,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:06:27 2026 UTC,Wed Aug  5 16:23:32 2026 UTC,3,1330526,6a1c229de51ed47cff5de843b0cc4592e1ff691f1ed20254ada15d267e0942bb,0,0.915,1,,,,,
DOW-UAP-D101,DOW-UAP-D101_IIR_Unresolved-UAP-Report-Gulf-of-Oman_2021.pdf,DOW-UAP-D101,DOW-UAP-D101 IIR Unresolved UAP Report Gulf of Oman 2021,DOW,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jul  8 18:30:30 2026 UTC,Wed Aug  5 16:21:47 2026 UTC,7,6207177,926f4cf9a852d77bca34e8e7370c4a9da386610a6ba799e060de71c2339b0e92,0,0.979,2,,,,,
FBI-UAP-D027,FBI-UAP-D027_Digital-Rendering_Dark-Translucent-Triangle_2023.pdf,FBI-UAP-D027,FBI-UAP-D027 Digital Rendering Dark Translucent Triangle 2023,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Jul 21 16:26:30 2026 UTC,Wed Aug  5 16:23:23 2026 UTC,5,774734,207f31090a4f187a365c552d45b1e0f3eb2aa47541dd9a8b0d1f7b5769c5d0ab,5,0.0,1,,,,,
FBI-UAP-D026,FBI-UAP-D026_FD-302_Dark-Translucent-Triangle_2023.pdf,FBI-UAP-D026,FBI-UAP-D026 FD-302 Dark Translucent Triangle 2023,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 20:56:26 2026 UTC,Wed Aug  5 16:23:07 2026 UTC,3,522591,a6eb053699dcf7c2fdfe2d37bd4be8ef980c58e3f5595c7bee41ab1f7450bfe0,0,0.988,1,,,,,
EOP-UAP-D001,EOP-UAP-D001_NASC-Inquiry-into-Bahia-Brazil-Incident_November-13-1963.pdf,EOP-UAP-D001,"EOP-UAP-D001 NASC Inquiry into Bahia Brazil Incident November 13, 1963",EOP,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Aug  4 11:43:01 2026 UTC,Wed Aug  5 16:35:13 2026 UTC,1,126624,63654bcd90c0515f30e31ed511a12a05f170ff4470e3d8a6f40fca12012a1adb,0,0.998,1,,,,,
DOW-UAP-D100,DOW-UAP-D100_Air-Materiel-Command-Report-on-UFOs_1947-1948.pdf,DOW-UAP-D100,DOW-UAP-D100 Air Material Command Report on UFOs 1947-1948,DOW,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Aug  4 11:42:24 2026 UTC,Wed Aug  5 16:28:16 2026 UTC,245,40873795,4052303ee0d521c15656b65fed3075734c83332ec5db319c744f0dbe53b8ec90,6,0.91,26,,,,,
DOW-UAP-D099,DOW-UAP-D099_Intelligence-Review-of-Ghost-Rocket-Incidents_1947.pdf,DOW-UAP-D099,DOW-UAP-D099 Intelligence Review of Ghost Rocket Incidents 1947,DOW,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Aug  4 11:42:04 2026 UTC,Wed Aug  5 16:28:00 2026 UTC,8,1165464,59bdcb1406b50d7dab7f13dbce940eb247a0724c744100d34f9a53ea3209e2f4,1,0.958,1,,,,,
FBI-UAP-D039,FBI-UAP-D039_Digital-Rendering-2_Multiple-Red-Lights_2026.pdf,FBI-UAP-D039,FBI-UAP-D039 Digital Rendering 2 Multiple Red Lights 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:36:33 2026 UTC,Wed Aug  5 16:25:35 2026 UTC,3,631040,491d158803934b9c4e5de46ee51388cd9eff8a8aba2cf17dfcc9d957a8952ebd,3,0.0,1,,,,,
FBI-UAP-D042,FBI-UAP-D042_Digital-Rendering-2_Multiple-Red-Lights_2026.pdf,FBI-UAP-D042,FBI-UAP-D042 Digital Rendering 2 Multiple Red Lights 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:42:26 2026 UTC,Wed Aug  5 16:26:08 2026 UTC,1,134379,8ccb25fd8f47cdec75cc384bcf7db137c842931428472664fecfd04db69f6a2f,1,0.0,1,,,,,
FBI-UAP-D024,FBI-UAP-D024_FD-302_Airborne-Lights-and-Triangle_2002_2023-2024.pdf,FBI-UAP-D024,"FBI-UAP-D024 FD-302 Airborne Lights and Triangle 2022, 2023, 2024",FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 20:39:46 2026 UTC,Wed Aug  5 16:22:58 2026 UTC,3,1608243,949c9dc80fb247c6ea12d6750cebe629f00c37930f9572a9d0ef43365d5d4489,0,0.993,1,,,,,
FBI-UAP-D037,FBI-UAP-D037_FD-302_Multiple-Red-Lights_2026.pdf,FBI-UAP-D037,FBI-UAP-D037 FD-302 Multiple Red Lights 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:29:20 2026 UTC,Wed Aug  5 16:25:04 2026 UTC,3,583708,df8741ec7bee9778646142e3c2c55c050e3c58d067fa1049683ccd1126f0110a,0,0.993,1,,,,,
FBI-UAP-D040,FBI-UAP-D040_FD-302_Multiple-Red-Lights_2026.pdf,FBI-UAP-D040,FBI-UAP-D040 FD-302 Multiple Red Lights 2026,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:37:45 2026 UTC,Wed Aug  5 16:25:51 2026 UTC,2,1870080,978ac7226c7ec06f4561c3986732183e3bf2aa4f07c03430daa9111a20eec77e,1,0.494,1,,,,,
CIA-UAP-D023,CIA-UAP-D023_Briefing-Notes-for-Mr-Walter-Elder.pdf,CIA-UAP-D023,CIA-UAP-D023 Briefing notes or Mr. Walter Elder,CIA,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Apr  9 11:35:50 1997 UTC,Wed Aug  5 16:16:27 2026 UTC,2,205058,aba51f51191bbcd37dc1f591171b6edc78c9bfb9632cfed8fae6a8bf1d61ca40,0,0.968,1,,,,,
FBI-UAP-D030,FBI-UAP-D030_FD-302_Large-Triangle-with-Red-Lights_2023.pdf,FBI-UAP-D030,FBI-UAP-D030 FD-302 Large Triangle with Red Lights 2023,FBI,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jul 31 21:08:05 2026 UTC,Wed Aug  5 16:23:56 2026 UTC,3,456735,1ac0068c5a4f77c1bb2029971fc5e768d84ea921e3ac3122701746e548b12f06,0,0.942,1,,,,,
CIA-UAP-D001,CIA-UAP-D001_Intelligence_Information_Report_USSR_1973.pdf,CIA-UAP-D001,CIA-UAP-D001,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May 13 18:40:04 2026 UTC,Wed May 20 20:31:57 2026 UTC,3,154038,d3039ed486d8400be3263c0c438b199abfdb8ac030156baff1536f007349d315,0,0.968,1,,,,,
DOE-UAP-D002,DOE-UAP-D002_JamesTuck_Correspondence.pdf,DOE-UAP-D002 James Tuck Correspondence,DOE-UAP-D002 James Tuck Correspondence,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May 21 14:44:03 2026 UTC,Thu May 21 15:17:43 2026 UTC,4,554461,324a9795356cc793ede04a2494fa2eb18be10847baa490f605a22572c75f51ec,2,0.718,1,,,,,
DOW-UAP-D017,DOW-UAP-D017_General_Correspondence_Of_Sandia.pdf,374_141326_General_Correspondence_of_Sandia_Base_Folder_333,374_141326_General_Correspondence_of_Sandia_Base_Folder_333,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May 20 12:53:16 2026 UTC,Wed May 20 12:53:16 2026 UTC,116,68764801,ec72132902a2f50d2ab032031386710fef1d1ae1face0226a90243f61d9347b4,16,0.886,8,NW 91526,,,,
DOE-UAP-D001,DOE-UAP-D001_PANTEX_Image.pdf,DOE-UAP-D001 PANTEX,DOE-UAP-D001 PANTEX,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May 21 14:21:22 2026 UTC,Thu May 21 15:18:01 2026 UTC,2,164108,4c007724fa7325d211123c153e1ed3eb989635302a6d2cd8757319d7f69358de,0,0.901,1,,,,,
DOE-UAP-D003,DOE-UAP-D003_Pajarito_Astronomers.pdf,DOE-UAP-D003,DOE-UAP-D003,,,Fri May 15 18:00:37 2026 UTC,Thu May 21 14:39:44 2026 UTC,1,360462,89ecb1163e42d3e8a215033b88e87ae3befe82a8dad1db112fae7e760bb756f4,0,0.969,1,,,,,
ODNI-UAP-D001,ODNI-UAP-D001_USPER_Narrative_Senior_USIC.pdf,ODNI-UAP-D001,ODNI-UAP-D001,,Adobe PDF Library 26.1.183,Tue May 26 16:12:26 2026 UTC,Tue May 26 17:08:37 2026 UTC,2,58516,bef126d8702b94e760041d065bf4d6611443815a0e1ea671809bfd64319dbffb,0,0.996,1,,,,,
Serial-3,Serial-3_Redacted.pdf,Serial-3,Serial-3,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May 13 17:54:59 2026 UTC,Wed May 13 17:57:50 2026 UTC,2,468817,abe02815d6331854374cee46db6b1f948f83d9115d2121ac86f5836fef1b65a0,0,0.97,1,,,,,
Serial-4,Serial-4_Redacted-Redacted.pdf,,,,,,,2,237155,29ed0fb7cbe0be3c23965212bb83c58d3890a0de9253938ee4e9c9bb2349d5fe,1,0.5,1,,,,,
Serial-5,Serial-5_Redacted-Redacted.pdf,,,,,,,2,227126,c38d267441b19350df557d9f3bfbd689fb5ba0619366373a7b9e6f8dce84bb8c,1,0.5,1,,,,,
Western-US-Event-Slides,Western-US-Event-Slides_5-08-2026.pdf,Western US Event,Western US Event,,Microsoft® PowerPoint® for Microsoft 365,Fri May  8 10:46:59 2026 UTC,Wed May 13 18:01:58 2026 UTC,4,63768,8565c159b82f50a6e9038987f0b71541aa38f07737a91b08af1a5cf224b6a2f3,0,0.981,1,,,,,
USPER-Statement,USPER-Statement_Redacted.pdf,USPER Statement,USPER Statement,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 13:22:49 2026 UTC,Wed May 13 18:00:03 2026 UTC,3,786861,60c1239f7a6bad9655cb66e7b3a82c7e582762f8b4248bc1b614cca9a82d6e37,0,0.972,1,,,,,
DOW-UAP-D56-Range-Fouler-Debrief-Arabian-Sea-August-2020.pdf,DOW-UAP-D56-Range-Fouler-Debrief-Arabian-Sea-August-2020.pdf,DoW-UAP-D33,DoW-UAP-D33,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Apr  2 12:36:31 2026 UTC,Thu May  7 00:35:45 2026 UTC,1,1849972,9127fb5a81efacf030df4dc6290d02bcdf4c8512cf1809b6eccfe6cf16a77f31,0,0.984,1,,,,,
DOW-UAP-D57-Mission-Report-Gulf-of-Aden-September-2020.pdf,DOW-UAP-D57-Mission-Report-Gulf-of-Aden-September-2020.pdf,DoW-UAP-D34,DoW-UAP-D34,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Mar 17 11:58:47 2026 UTC,Thu May  7 00:36:00 2026 UTC,1,295447,2565433b0ac938d6123c611be75b30ec6cf99c192e71dbf4ef53c40a6852ca00,0,0.984,1,,,,,
DOW-UAP-D58-Range-Fouler-Debrief-NA-October-2020.pdf,DOW-UAP-D58-Range-Fouler-Debrief-NA-October-2020.pdf,DoW-UAP-D35,DoW-UAP-D35,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Apr  2 12:41:00 2026 UTC,Thu May  7 00:36:18 2026 UTC,1,301419,c2bd370cdadc2f17649830713d55731aa22ceb76940fd64ae7ffc86fc0559261,0,0.975,1,,,,,
DOW-UAP-D60-Mission-Report-Persian-Gulf-August-2020.pdf,DOW-UAP-D60-Mission-Report-Persian-Gulf-August-2020.pdf,DoW-UAP-D36,DoW-UAP-D36,,,Wed May  6 23:21:57 2026 UTC,Thu May  7 00:36:39 2026 UTC,6,2412310,39126406547c89dbc81112c5638612858fcfe7e38179dd89e6d725dc6cee13b1,6,0.0,1,,,,,
DOW-UAP-D61-Mission-Report-Persian-Gulf-August-2020.pdf,DOW-UAP-D61-Mission-Report-Persian-Gulf-August-2020.pdf,DoW-UAP-D37,DoW-UAP-D37,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue May  5 15:30:35 2026 UTC,Thu May  7 00:37:00 2026 UTC,7,877324,4ce20fc566edf4a3dcb8a8abd7a5dcd91046069f9e35f83912ad757c8c8be1b9,0,0.96,1,,,,,
DOW-UAP-D62-Mission-Report-Strait-of-Hormuz-September-2020.pdf,DOW-UAP-D62-Mission-Report-Strait-of-Hormuz-September-2020.pdf,DoW-UAP-D38,DoW-UAP-D38,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 17:49:40 2026 UTC,Thu May  7 00:37:22 2026 UTC,9,1045437,36708d3c6121b00c55394ac4a648fbcbe5411c8b2c00ea8f42f9ca0e502c6b13,0,0.953,1,,,,,
DOW-UAP-D63-Mission-Report-Strait-of-Hormuz-October-2020.pdf,DOW-UAP-D63-Mission-Report-Strait-of-Hormuz-October-2020.pdf,DoW-UAP-D39,DoW-UAP-D39,,,Wed May  6 23:23:22 2026 UTC,Thu May  7 00:37:35 2026 UTC,8,3311583,ad3b37eb9fbd20e6dc75152e486514e58ff8a1edde3d32615887ea0d19727884,8,0.0,1,,,,,
DOW-UAP-D64-Mission-Report-Iran-November-2020.pdf,DOW-UAP-D64-Mission-Report-Iran-November-2020.pdf,DoW-UAP-D40,DoW-UAP-D40,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 22:56:29 2026 UTC,Thu May  7 00:37:56 2026 UTC,7,860506,8422fceb10b2eafcab525690cc9aff6827fc78d5ae5e34b44174d9cc78abbb7c,0,0.951,1,,,,,
DOW-UAP-D65-Mission-Report-Persian-Gulf-July-2020.pdf,DOW-UAP-D65-Mission-Report-Persian-Gulf-July-2020.pdf,DoW-UAP-D41,DoW-UAP-D41,,,Wed May  6 23:23:56 2026 UTC,Thu May  7 00:38:16 2026 UTC,8,3043075,bfbc281190a14c522d854c0cf2699f82de419e8f8a455949871ccdc9175bf423,8,0.0,1,,,,,
DOW-UAP-D74-Mission-Report-Syria-November-2023.pdf,DOW-UAP-D74-Mission-Report-Syria-November-2023.pdf,DoW-UAP-D42,DoW-UAP-D42,,,Fri May 16 16:12:17 2025 UTC,Thu May  7 00:38:32 2026 UTC,10,719044,30708df4aa8484c668d3c3694560f5b57d5a10b6b3da1cfb826a925d9cc806e1,0,0.979,1,,,,,
DOW-UAP-D75-Mission-Report-Gulf-of-Aden-July-2024.pdf,DOW-UAP-D75-Mission-Report-Gulf-of-Aden-July-2024.pdf,DoW-UAP-D43,DoW-UAP-D43,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri May 16 16:10:15 2025 UTC,Thu May  7 00:38:54 2026 UTC,8,792150,672b79390fe6595828c71e1f3df8cb0a2290f0658c36ed724e17ea167233b771,0,0.974,1,,,,,
DOW-UAP-PR20.pdf,DOW-UAP-PR20.pdf,DOW-UAP-PR20,DOW-UAP-PR20,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Oct 17 18:59:53 2025 UTC,Wed May 13 18:34:22 2026 UTC,1,2297146,d6614ddb85556a5ad5476be15798b97f16fc3396e42ceffd993548d1e3201389,0,1.0,1,,,,,
FBI-Photo-B1.pdf,FBI-Photo-B1.pdf,FBI Photo B1,FBI Photo B1,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:13:59 2026 UTC,Wed May 13 16:48:45 2026 UTC,1,126599,6a456b9add3f4f6d87e39fa26698261bd86c654fd9d812d3a6cbd869d2b4de85,1,0.0,1,,,,,
FBI-Photo-B10.pdf,FBI-Photo-B10.pdf,B10 FBI Photo,B10 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:27:58 2026 UTC,Wed May 13 16:55:05 2026 UTC,1,126186,8195bb3076df73633e568307823bd2ff2ab53c50e8a427122e41db0c26e0cf53,1,0.0,1,,,,,
FBI-Photo-B11.pdf,FBI-Photo-B11.pdf,B11 FBI Photo,B11 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:30:09 2026 UTC,Wed May 13 16:58:14 2026 UTC,1,120485,aad2a8d88ab6e1dae78467b1b8d4226424ecf19ec3f67eb9e9fc56a0dd38bda9,1,0.0,1,,,,,
FBI-Photo-B12.pdf,FBI-Photo-B12.pdf,B12 FBI Photo,B12 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:32:03 2026 UTC,Wed May 13 16:59:51 2026 UTC,1,120747,1c4afdbae5c62023ed0c3cdf1272d864d851b5e178a2565ec8b744927c58c7ac,1,0.0,1,,,,,
FBI-Photo-B13.pdf,FBI-Photo-B13.pdf,B13 FBI Photo,B13 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:32:55 2026 UTC,Wed May 13 17:16:46 2026 UTC,1,66245,259b451d1355deb3c7f63a640641231859fe482ee7929b243727adf78716b64d,1,0.938,1,,,,,
FBI-Photo-B14.pdf,FBI-Photo-B14.pdf,B14 FBI Photo,B14 FBI Photo,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu May  7 15:36:21 2026 UTC,Wed May 13 17:18:47 2026 UTC,1,74014,31c9299629c77d05de4acd549edfd548841baacc8460fd1fec9c683082f5239d,1,0.85,1,,,,,
