release_id,source_file,title_meta,subject_meta,author_meta,producer,pdf_created,pdf_modified,pages,file_bytes,sha256,pages_no_text_layer,mean_ocr_quality,segments,release_stamps,doc_id_stamps,source_url,mirror_url,working_url
DOW-UAP-D44-Range-Fouler-Arabian-Sea-October-2020.pdf,DOW-UAP-D44-Range-Fouler-Arabian-Sea-October-2020.pdf,"DOW-UAP-D-44, Range Fouler, Arabian Sea, October 2020","DOW-UAP-D-44, Range Fouler, Arabian Sea, October 2020",,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Apr  2 12:38:50 2026 UTC,Thu May  7 20:43:51 2026 UTC,1,297873,c5cfbc8bacca29db64346aaa03846a6e36eab01ac09e1e93d8d50028593cf3f9,0,0.983,1,,,,,
DOW-UAP-D48-Report-September-1996.pdf,DOW-UAP-D48-Report-September-1996.pdf,"DOW-UAP-D48, Report, September 1996","DOW-UAP-D48, Report, September 1996",,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Mon Mar 11 12:00:48 2002 UTC,Thu May  7 20:44:55 2026 UTC,181,22495083,0dc72877cdf9cc3a1645c3c9d282928922b00e8fd9ffd7b1daf66f46c72b2071,0,0.963,1,,,,,
DOW-UAP-D49-Launch-Summary-February-2000.pdf,DOW-UAP-D49-Launch-Summary-February-2000.pdf,DoW-UAP-D27,DoW-UAP-D27,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Feb  8 03:17:31 2024 UTC,Thu May  7 00:33:42 2026 UTC,113,9090715,0dd7855ac3c69e39a9752c53fe6ba3e851d617e28adfcbf07c3ec93907877cf7,0,0.992,1,,,,,
DOW-UAP-D5-Mission-Report-Arabian-Gulf-2020.pdf,DOW-UAP-D5-Mission-Report-Arabian-Gulf-2020.pdf,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020","DOW-UAP-D5, Mission Report, Arabian Gulf, 2020",,,Tue Apr 21 16:45:30 2026 UTC,Thu May  7 20:31:34 2026 UTC,6,30588,af150a6b5139abc632446c9d5999fd5abc4f3c476c6245f173faabb6e2132d10,4,0.998,1,,,,,
DOW-UAP-D50-Email-Correspondence-INDOPACOM-April-2025.pdf,DOW-UAP-D50-Email-Correspondence-INDOPACOM-April-2025.pdf,DoW-UAP-D28,DoW-UAP-D28,,,Tue Apr 21 19:33:01 2026 UTC,Thu May  7 00:34:06 2026 UTC,2,312451,10c11e9bf4d6686159da48e3d9388e7d3afe4ae8b1e79725ec6c63ccc491e537,0,0.999,1,,,,,
DOW-UAP-D51-Email-Correspondence-Pacific-Time-Zone-March-2023.pdf,DOW-UAP-D51-Email-Correspondence-Pacific-Time-Zone-March-2023.pdf,DoW-UAP-D29,DoW-UAP-D29,,,Wed Apr 29 15:02:52 2026 UTC,Thu May  7 00:34:22 2026 UTC,6,76470,f21f4ae91e51810bfa8a6fce6c422f2bbf99c6277871846c642f987954c042f6,2,0.832,1,,,,,
DOW-UAP-D52-Email-Correspondance-NA-August-2024.pdf,DOW-UAP-D52-Email-Correspondance-NA-August-2024.pdf,DoW-UAP-D30,DoW-UAP-D30,,,Wed Apr 29 15:04:07 2026 UTC,Thu May  7 00:34:42 2026 UTC,2,66874,90570293e61c9b228e557b2e83f6e32821f5cf13879b0c5b83c1b8b58153f510,0,0.998,1,,,,,
DOW-UAP-D54-Mission-Report-Mediterranean-Sea-NA.pdf,DOW-UAP-D54-Mission-Report-Mediterranean-Sea-NA.pdf,DoW-UAP-D31,DoW-UAP-D31,,,Wed Apr 29 12:13:14 2026 UTC,Thu May  7 00:35:04 2026 UTC,7,20095,03b730443d7be1c67478fc26da8ed664cb48b97acdb817caca3b04fd9b9b82a8,6,0.999,1,,,,,
DOW-UAP-D55-Mission-Report-Syria-November-2016.pdf,DOW-UAP-D55-Mission-Report-Syria-November-2016.pdf,DoW-UAP-D32,DoW-UAP-D32,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Apr  2 12:26:31 2026 UTC,Thu May  7 00:35:23 2026 UTC,1,207227,f5885b95b57a81c08f0595c02950a07c250db050562520c52fb74f2195787166,0,0.979,1,,,,,
DOW-UAP-D6-Mission-Report-Arabian-Gulf-2020.pdf,DOW-UAP-D6-Mission-Report-Arabian-Gulf-2020.pdf,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020","DOW-UAP-D6, Mission Report, Arabian Gulf, 2020",,,Wed Apr 29 12:09:41 2026 UTC,Thu May  7 20:32:16 2026 UTC,7,26847,0f898352417d0447b3720c6eda131ac0cbe7e4cf90b8d1ceab60a431fa835457,6,0.999,1,,,,,
DOW-UAP-D7-Mission-Report-Arabian-Gulf-2020.pdf,DOW-UAP-D7-Mission-Report-Arabian-Gulf-2020.pdf,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020","DOW-UAP-D7, Mission Report, Arabian Gulf, 2020",,,Tue Apr 21 16:42:21 2026 UTC,Thu May  7 20:32:55 2026 UTC,6,27337,c4cae44b6ac7b4f4916ddff140d47b1e2a6ddc80ed72985877c07401d17fd76a,5,0.999,1,,,,,
DOW-UAP-D8-Mission-Report-Djibouti-2025.pdf,DOW-UAP-D8-Mission-Report-Djibouti-2025.pdf,"DOW-UAP-D8, Mission Report, Djibouti, 2025","DOW-UAP-D8, Mission Report, Djibouti, 2025",,,Wed Apr 29 12:12:29 2026 UTC,Thu May  7 20:33:35 2026 UTC,7,29154,0a8548a845c3b45f90ee512bdfd8eac1af073072228e7e4d24e779d12025886c,6,0.999,1,,,,,
CIA-UAP-002-Scientific-Advisory-Panel-on-Unidentified-Flying-Objects-Report-1952-1953.pdf,CIA-UAP-002-Scientific-Advisory-Panel-on-Unidentified-Flying-Objects-Report-1952-1953.pdf,CIA-UAP-D002,CIA-UAP-D002,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun  3 18:55:20 2026 UTC,Wed Jun 10 21:21:02 2026 UTC,42,13250859,a56e49ed5dd5fbb00b70101762b3eb9bb6148aeb380163ece648d377dfa5e5c7,1,0.966,4,,,,,
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,CIA-UAP-003,CIA-UAP-003,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 20:14:48 2026 UTC,Wed Jun 10 20:14:48 2026 UTC,406,46410093,3a11822b45f559acc6063304bdbf16977a21dc86ca3a7a743c1a60e40f98b8d1,14,0.97,1,,,,,
CIA-UAP-004-CASE-17708-CLOSED-AND-DR-LEON-DAVIDSON.pdf,CIA-UAP-004-CASE-17708-CLOSED-AND-DR-LEON-DAVIDSON.pdf,CIA-UAP-004,CIA-UAP-004,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:47:10 2026 UTC,Wed Jun 10 19:47:10 2026 UTC,1,269741,3e03f61e60ce007256731bcb7119d15829cee3d532b21336c7c06177c19414c8,0,0.953,1,,,,,
CIA-UAP-005-GERMAN-SCIENTISTS--ARTICLE-ON-FLYING-DISCS.pdf,CIA-UAP-005-GERMAN-SCIENTISTS--ARTICLE-ON-FLYING-DISCS.pdf,CIA-UAP-005,,,,Wed Jun 10 19:46:25 2026 UTC,Wed Jun 10 19:46:25 2026 UTC,4,1107431,85e84eb491e2331aebecb0ea021eb64d67795dc4c25197ca293ddfcffc81dee9,3,0.231,1,,,,,
CIA-UAP-006-Sighting-of-Unconventional-Aircraft.pdf,CIA-UAP-006-Sighting-of-Unconventional-Aircraft.pdf,CIA-UAP-006,CIA-UAP-006,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:45:54 2026 UTC,Wed Jun 10 19:45:54 2026 UTC,2,521075,eaa9a2e8a96ab61bf2a4e1bac1a68b6a896f2fec16fb2b11a158072d9e9ba58e,0,0.988,1,,,,,
CIA-UAP-007-Current-Status-of-Unidentified-Flying-Objects-UFO-Project.pdf,CIA-UAP-007-Current-Status-of-Unidentified-Flying-Objects-UFO-Project.pdf,CIA-UAP-007,CIA-UAP-007,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:45:12 2026 UTC,Wed Jun 10 19:45:12 2026 UTC,3,635609,855a0d73d1e9c0fc1b8999aee6fd4186f1539c1b7f7f3d60c4ed60ea35dd35f8,2,0.329,1,,,,,
CIA-UAP-008-SPECULATIVE-PAPER-BY-N-KARDASHEV-AND-A-SAKHAROV.pdf,CIA-UAP-008-SPECULATIVE-PAPER-BY-N-KARDASHEV-AND-A-SAKHAROV.pdf,CIA-UAP-008,CIA-UAP-008,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:44:36 2026 UTC,Wed Jun 10 19:44:36 2026 UTC,2,419620,3e8ee13c5fa8d61a646144adcf3469b728339c11d6303a1f1b98f1ef1827799e,1,0.491,1,,,,,
CIA-UAP-009-UNKNOWN-FLYING-OBJECTS-OBERVED-OVER-BUDAPEST.pdf,CIA-UAP-009-UNKNOWN-FLYING-OBJECTS-OBERVED-OVER-BUDAPEST.pdf,CIA-UAP-009,CIA-UAP-009,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:43:01 2026 UTC,Wed Jun 10 19:43:01 2026 UTC,1,27826,d2ff89273ce8bf19a5e9962b210e3954d4e0153ac493a5c9d8c2c140af6a5c17,0,0.652,1,,,,,
CIA-UAP-010-REPORT-ON-CONVERSATIONS-WITH-SOVIET-SCIENTISTS-ON-SUBJECT-OF-UNIDENTIFIED-FLYING-OBJECTS-IS-THE-USSR.pdf,CIA-UAP-010-REPORT-ON-CONVERSATIONS-WITH-SOVIET-SCIENTISTS-ON-SUBJECT-OF-UNIDENTIFIED-FLYING-OBJECTS-IS-THE-USSR.pdf,CIA-UAP-010,CIA-UAP-010,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:41:23 2026 UTC,Wed Jun 10 19:41:23 2026 UTC,2,1673880,3abdbd131944fb847ec6eda8bf7f3f12684812bec71ea27c22ab5c3bb2ed4eb9,2,0.0,1,,,,,
CIA-UAP-011-The-Sary-Shagan-Weapons-Testing-Range.pdf,CIA-UAP-011-The-Sary-Shagan-Weapons-Testing-Range.pdf,CIA-UAP-011,CIA-UAP-011,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:39:08 2026 UTC,Wed Jun 10 19:39:08 2026 UTC,3,396941,b5a4f68efde9027964d44f4b6f1d0c83a57d44a842c3030f2fd8a58e5f115baf,2,0.313,1,,,,,
CIA-UAP-012-Combatting-Fatigue-in-Crewmembers.pdf,CIA-UAP-012-Combatting-Fatigue-in-Crewmembers.pdf,CIA-UAP-012,CIA-UAP-012,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:38:12 2026 UTC,Wed Jun 10 19:38:12 2026 UTC,2,1221729,490841ebe7487b3e7386ca5fa22c256b678fafa58aa79fae925bf9fe72771c28,1,0.483,1,,,,,
CIA-UAP-013-Report-of-Unusual-Flying-Object-Sightings-and-Attendant-Scientific-Activity.pdf,CIA-UAP-013-Report-of-Unusual-Flying-Object-Sightings-and-Attendant-Scientific-Activity.pdf,CIA-UAP-013,CIA-UAP-013,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:36:03 2026 UTC,Wed Jun 10 19:36:03 2026 UTC,1,236547,6004fb66d76ccf50c3f0729bd218efcd4485395e8491e88b1bf257fc2ea36733,0,0.934,1,,,,,
CIA-UAP-014-British-Activity-in-the-Field-of-Unidentified-Flying-Objects.pdf,CIA-UAP-014-British-Activity-in-the-Field-of-Unidentified-Flying-Objects.pdf,CIA-UAP--014,CIA-UAP--014,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:35:14 2026 UTC,Wed Jun 10 19:35:14 2026 UTC,2,286099,a1eefc277c9c98450d4d5cf6dde3e191184a38db541b82a767804ab503926a6c,0,0.984,1,,,,,
CIA-UAP-015-Project-Blue-Book-Special-Report-No-14.pdf,CIA-UAP-015-Project-Blue-Book-Special-Report-No-14.pdf,CIA-UAP-015,CIA-UAP-015,,,Tue Jun  9 20:48:41 2026 UTC,Wed Jun 10 19:34:07 2026 UTC,312,24433155,90e05e77fc088c29758c2ddda514c0c12f317e5686ee213d348db2f9da152ee3,2,0.961,1,,,,,
CIA-UAP-016-Sightings-of-Unidentified-Flying-Ojbects-in-Ladakh-Nepal-Sikkim-and-Bhutan.pdf,CIA-UAP-016-Sightings-of-Unidentified-Flying-Ojbects-in-Ladakh-Nepal-Sikkim-and-Bhutan.pdf,CIA-UAP-016,CIA-UAP-016,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:30:43 2026 UTC,Wed Jun 10 19:31:01 2026 UTC,6,372322,c6c33cf9f578f24210e3d6454139f20279d025f6d25b4bc6bf3cc3d27865e7fe,0,0.936,1,,,,,
CIA-UAP-017-Placement-on-High-Alert-Due-to-Perceived-Aggressive-Foreign-Posturing.pdf,CIA-UAP-017-Placement-on-High-Alert-Due-to-Perceived-Aggressive-Foreign-Posturing.pdf,CIA-UAP-017,CIA-UAP-017,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:29:16 2026 UTC,Wed Jun 10 19:29:16 2026 UTC,3,309146,4332ebe48c3fcb1ef53e9186d90f38142e8465f553388a5d8dff277c87a92b16,0,0.962,1,,,,,
CIA-UAP-018-Report-of-Unusual-Flying-Object-Sightings-and-Attendant-Scientific-Activity.pdf,CIA-UAP-018-Report-of-Unusual-Flying-Object-Sightings-and-Attendant-Scientific-Activity.pdf,CIA-UAP-018,CIA-UAP-018,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:26:56 2026 UTC,Wed Jun 10 19:26:56 2026 UTC,3,277577,1f6d1a95647dbd14d34534db4c71654e4b437c61a160df24fc142ef60790b730,1,0.64,1,,,,,
CIA-UAP-019-Australian-Dept-of-Defense-Scientific-and-Intel-Aspects-of-the-UFO-Problem.pdf,CIA-UAP-019-Australian-Dept-of-Defense-Scientific-and-Intel-Aspects-of-the-UFO-Problem.pdf,CIA-UAP-019,CIA-UAP-019,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 19:21:44 2026 UTC,Wed Jun 10 19:22:18 2026 UTC,19,1417100,a91a8665371816b5463dff7de2f1c4c02ac449ba122d088b2898592c82dba9dc,3,0.814,1,,,,,
DOW-UAP-D077-Unresolved-Case-Analysis-Update-Western-United-States-Event.pdf,DOW-UAP-D077-Unresolved-Case-Analysis-Update-Western-United-States-Event.pdf,DOW-UAP-D077_Unresolved-Case,DOW-UAP-D077_Unresolved-Case,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Fri Jun  5 20:58:04 2026 UTC,Wed Jun 10 18:49:01 2026 UTC,4,392347,5eb571dbfd4faa81c2b52266e0e0ea933cde481325f8548aefac5b9b09eb42d1,0,0.992,1,,,,,
DOW-UAP-D078-Notional-Map-Western-United-States-Event.pdf,DOW-UAP-D078-Notional-Map-Western-United-States-Event.pdf,DOW-UAP-D078_Notional-Map,DOW-UAP-D078_Notional-Map,,,Tue Jun  9 22:05:33 2026 UTC,Wed Jun 10 18:49:31 2026 UTC,1,585109,284e470d213a798271fd7ade00d345cd17d4d5fca154db1e3ca5a04f34cc3bbe,0,0.972,1,,,,,
DOW-UAP-D084-USArmy-Flying-Saucer-Study-1949.pdf,DOW-UAP-D084-USArmy-Flying-Saucer-Study-1949.pdf,DOW-UAP-D084,DOW-UAP-D084,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jun  4 17:11:39 2026 UTC,Wed Jun 10 21:23:15 2026 UTC,25,10178660,b2e4554e261e980c10251e927942300342081109a50b4ef61dc37946deade80f,21,0.195,2,,,,,
DOW-UAP-D085-Transmission-of-CIA-Scientific-Advisory-Panel-Rept-1953.pdf,DOW-UAP-D085-Transmission-of-CIA-Scientific-Advisory-Panel-Rept-1953.pdf,DOW-UAP-D085,DOW-UAP-D085,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun  3 18:58:19 2026 UTC,Wed Jun 10 22:37:08 2026 UTC,7,5224870,43f3553b900cf8cceab5575edc33e14e6b6e980764ae78f979be664829efb089,7,0.143,1,,,,,
DOW-UAP-D086-USNavy-Report-of-Flying-Discs-1948.pdf,DOW-UAP-D086-USNavy-Report-of-Flying-Discs-1948.pdf,DOW-UAP-D086,DOW-UAP-D086,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun  3 18:57:14 2026 UTC,Wed Jun 10 21:34:30 2026 UTC,3,4486402,f96457d53f3cd65aec3fc539e7138cc42a5ea962654a83c75abbd0f13d54383c,3,0.583,1,,,,,
DOW-UAP-D087-US-AirForce-Analysis-of-Flying-Objects-in-the-US-1-100.pdf,DOW-UAP-D087-US-AirForce-Analysis-of-Flying-Objects-in-the-US-1-100.pdf,DOW-UAP-D087,DOW-UAP-D087,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun  3 19:10:26 2026 UTC,Wed Jun 10 23:10:17 2026 UTC,253,85362382,8004ab172820cb1e35c195b32badf6ede8b5cf12d27c474e54c8788bc14815a9,54,0.829,1,,,,,
DOW-UAP-D088-US-AirForce-Analysis-of-Flying-Objects-in-the-US-101-172.pdf,DOW-UAP-D088-US-AirForce-Analysis-of-Flying-Objects-in-the-US-101-172.pdf,DOW-UAP-D088,DOW-UAP-D088,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jun  4 16:07:21 2026 UTC,Wed Jun 10 22:32:35 2026 UTC,210,34075288,0d53232bd0d23672c053bbdac4241e5693eae4d156b8c709e109de31191da117,28,0.862,5,,,,,
DoW-UAP-D079-Narrative-1-Western-US-Event.pdf,DoW-UAP-D079-Narrative-1-Western-US-Event.pdf,DOW-UAP-D079,DOW-UAP-D079,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 18:30:16 2026 UTC,Wed Jun 10 19:22:19 2026 UTC,2,558749,670dbdbe40e70fa5f46485273d8f2c0eef7e604a7487416343ebec8bfc5f30c1,0,0.999,1,,,,,
DoW-UAP-D080-Narrative-2-Western-US-Event.pdf,DoW-UAP-D080-Narrative-2-Western-US-Event.pdf,DOW-UAP-D080,DOW-UAP-D080,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 18:30:26 2026 UTC,Wed Jun 10 19:25:13 2026 UTC,8,1062294,2b011f25bb6fed4870766506b5799374cb3589d747c29e4227bab99ee779665b,2,0.999,1,,,,,
DoW-UAP-D081-Narrative-3-Western-US-Event.pdf,DoW-UAP-D081-Narrative-3-Western-US-Event.pdf,DOW-UAP-D081,DOW-UAP-D081,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 18:30:34 2026 UTC,Wed Jun 10 19:27:16 2026 UTC,2,555535,3c369f9660a3528455b6140d03dfef6bc94b1cf430b85ce26938e5adf1dd1e9d,0,0.996,1,,,,,
DoW-UAP-D082-Narrative-4-Western-US-Event.pdf,DoW-UAP-D082-Narrative-4-Western-US-Event.pdf,DoW-UAP-D082_Narrative-4,DoW-UAP-D082_Narrative-4,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Jun  9 23:08:57 2026 UTC,Wed Jun 10 19:28:25 2026 UTC,3,607075,d522d9a289caaa7b2c9143bc1e80aa37764066791097824ffeb898b500200e1e,0,0.997,1,,,,,
DoW-UAP-D083-Narrative-5-Western-US-Event.pdf,DoW-UAP-D083-Narrative-5-Western-US-Event.pdf,DoW-UAP-D083_Narrative-5,DoW-UAP-D083_Narrative-5,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Tue Jun  9 23:07:38 2026 UTC,Wed Jun 10 19:29:38 2026 UTC,5,579735,ad70e6d8f9091d432dd89d9cd803734c0a297f16cb211311feb609fb435ff360,0,0.996,1,,,,,
FBI-UAP-D001-FD-302-Unresolved-UAP-Report-ColoradoSprings-2022.pdf,FBI-UAP-D001-FD-302-Unresolved-UAP-Report-ColoradoSprings-2022.pdf,FBI-UAP-D001,FBI-UAP-D001,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:29:55 2026 UTC,Wed Jun 10 21:04:33 2026 UTC,2,383742,22528109268e1ed19d3a10f35d91b66077b674315c283e3ba6e3714743c41f4f,0,0.993,1,,,,,
FBI-UAP-D002-FD-1057-Unresolved-UAP-Report-ColoradoSprings-2022.pdf,FBI-UAP-D002-FD-1057-Unresolved-UAP-Report-ColoradoSprings-2022.pdf,FBI-UAP-D002,FBI-UAP-D002,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:30:38 2026 UTC,Wed Jun 10 21:05:25 2026 UTC,2,979904,f73ffa1579ecc8916492166021bac801e421f058779127e8bb4bf1ded02cc3a1,0,0.982,1,,,,,
FBI-UAP-D003-Digital-Rendering-Unresolved-UAP-Report-ColoradoSprings-2022.pdf,FBI-UAP-D003-Digital-Rendering-Unresolved-UAP-Report-ColoradoSprings-2022.pdf,FBI-UAP-D003,FBI-UAP-D003,,,Wed Jun 10 17:31:23 2026 UTC,Wed Jun 10 21:06:10 2026 UTC,1,3459421,e067ec3753f24fbe26501a3932bce900124efea19ce5f949368f1b74d95fb53d,1,0.0,1,,,,,
FBI-UAP-D004-FD-1057-02-Northeastern-US-2024.pdf,FBI-UAP-D004-FD-1057-02-Northeastern-US-2024.pdf,FBI-UAP-D004,FBI-UAP-D004,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:32:20 2026 UTC,Wed Jun 10 21:08:19 2026 UTC,3,458059,24438d15d989c8b1dc90087c6babd258981a3a1bc16d8fd17e0e44d366561da7,0,0.987,1,,,,,
FBI-UAP-D005-FD-1057-04-Northeastern-US-2024.pdf,FBI-UAP-D005-FD-1057-04-Northeastern-US-2024.pdf,FBI-UAP-D005,FBI-UAP-D005,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:34:51 2026 UTC,Wed Jun 10 21:09:38 2026 UTC,3,417487,c33b63109ce1e9d53f700c00d05728cb53bd17d863b1e2e81a40486ceb9f978e,0,0.981,1,,,,,
FBI-UAP-D006-FD-1057-05-Northeastern-US-2024.pdf,FBI-UAP-D006-FD-1057-05-Northeastern-US-2024.pdf,FBI-UAP-D006,FBI-UAP-D006,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:36:35 2026 UTC,Wed Jun 10 21:10:21 2026 UTC,3,1020751,953c2aa10c0e560ea11b131cc64ef6962671649eec743cf3ab0f24698c0fc1b7,0,0.985,1,,,,,
FBI-UAP-D007-FD-1057-06-Northeastern-US-2024.pdf,FBI-UAP-D007-FD-1057-06-Northeastern-US-2024.pdf,FBI-UAP-D007,FBI-UAP-D007,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:43:19 2026 UTC,Wed Jun 10 21:11:16 2026 UTC,4,494378,f5cfb310e3064e34c55c4b1a256285da71050915ff3559ea70529b101f248c5c,0,0.983,1,,,,,
FBI-UAP-D008-FD-1057-07-Northeastern-US-2024.pdf,FBI-UAP-D008-FD-1057-07-Northeastern-US-2024.pdf,FBI-UAP-D008,FBI-UAP-D008,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:48:42 2026 UTC,Wed Jun 10 21:12:00 2026 UTC,2,265993,abcbc0042ec0f228c81cff200fb59f82f8b8b1374e8c4e5d0e8b2f32160bef8b,0,0.984,1,,,,,
FBI-UAP-D009-FD-302-67-Northeastern-Orb-Sighting-2026.pdf,FBI-UAP-D009-FD-302-67-Northeastern-Orb-Sighting-2026.pdf,FBI-UAP-D009,FBI-UAP-D009,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:53:06 2026 UTC,Wed Jun 10 21:12:52 2026 UTC,2,1059058,b5513dea063f469efff564cf92a72e088e325e03211f2fd85fbaee5d6ed7f4c4,0,0.957,1,,,,,
FBI-UAP-D010-FD-302-71-Northeastern-Orb-Sighting-2026.pdf,FBI-UAP-D010-FD-302-71-Northeastern-Orb-Sighting-2026.pdf,FBI-UAP-D010,FBI-UAP-D010,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 17:58:04 2026 UTC,Wed Jun 10 21:13:59 2026 UTC,2,289277,b612cbe81c33546e3cea6f047ada247df054cbb294a84977d4600a0c72ffeb4d,0,0.928,1,,,,,
FBI-UAP-D011-DFBI-Correspondence-Referral-1949.pdf,FBI-UAP-D011-DFBI-Correspondence-Referral-1949.pdf,FBI-UAP-D011,FBI-UAP-D011,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Thu Jun  4 17:14:06 2026 UTC,Wed Jun 10 21:14:36 2026 UTC,4,581575,aaf14409fe2a6b8577345394b399e8ccfa36a0571c6205eb6b5da82b53e6876b,0,0.849,2,,,,,
FBI-UAP-D012-Newark-Field-Office-1952-1967.pdf,FBI-UAP-D012-Newark-Field-Office-1952-1967.pdf,FBI-UAP-D012,FBI-UAP-D012,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 18:03:34 2026 UTC,Wed Jun 10 21:15:17 2026 UTC,66,64461475,04195d918cf49bc4d32b050060f12dbd16bac2cb79b83e2d70b63543a1b68630,30,0.601,11,NW 91149;NW91149,34742114,,,
FBI-UAP-D013-WA-UFO-Investigation-1952-1960.pdf,FBI-UAP-D013-WA-UFO-Investigation-1952-1960.pdf,FBI-UAP-D013,FBI-UAP-D013,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 18:50:13 2026 UTC,Wed Jun 10 21:16:06 2026 UTC,55,27195556,50f1e4af35a5c630f283e10be33e17935ee9e61672506571267248ed2f4583ce,8,0.816,4,NW90291;NW00291;NW 90291,34714;34714596,,,
ICA-UAP-D001-Analysis-Colorado-Springs-UAP-Incident.pdf,ICA-UAP-D001-Analysis-Colorado-Springs-UAP-Incident.pdf,ICA-UAP-D001,ICA-UAP-D001,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed Jun 10 20:20:29 2026 UTC,Wed Jun 10 21:08:33 2026 UTC,4,49557,b98b58a326ea413b5fd332ba56e81869bf83e2606a744335882d0115f8d77158,1,0.999,1,,,,,
NASA-UAP-D015-Astronaut-Scientific-Debriefings-1962-1963.pdf,NASA-UAP-D015-Astronaut-Scientific-Debriefings-1962-1963.pdf,NASA-UAP-D015,NASA-UAP-D015,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Wed May  6 15:48:47 2026 UTC,Wed Jun 10 21:59:16 2026 UTC,216,103467300,35e904ddb6652ca72281ff13cf00f71d9563aab3672e399273335215bebb5184,33,0.892,8,,,,,
NASA-UAP-D016-Preliminary-Gemini-4-Crew-Debriefing-Part1-1965.pdf,NASA-UAP-D016-Preliminary-Gemini-4-Crew-Debriefing-Part1-1965.pdf,NASA-UAP-D016,NASA-UAP-D016,,Adobe Acrobat (32-bit) 26 Paper Capture Plug-in,Mon May 11 16:49:31 2026 UTC,Wed Jun 10 22:20:45 2026 UTC,340,37882686,ca596a44820b275f3e3ba41ddabd9ed8f124b68f8c3207d4c34d8afb1a48a94c,7,0.977,1,NW 91526,,,,
